Space Group|Serial No.|Multiplicity|Wyckoff Letter|Site Symmetry|Position|||
|||||(-z,-y,x)|(-z,y,-x)|(z,-y,-x)|(z,y,x)
||48|k|..m|(x,x,z)|(-x,-x,z)|(-x,x,-z)|(x,-x,-z)
|||||(z,x,x)|(z,-x,-x)|(-z,-x,x)|(-z,x,-x)
|||||(x,z,x)|(-x,z,-x)|(x,-z,-x)|(-x,-z,x)
|||||(x,x,-z)|(-x,-x,-z)|(x,-x,z)|(-x,x,z)
|||||(x,z,-x)|(-x,z,x)|(-x,-z,-x)|(x,-z,x)
|||||(z,x,-x)|(z,-x,x)|(-z,x,x)|(-z,-x,-x)
||48|j|m..|(0,y,z)|(0,-y,z)|(0,y,-z)|(0,-y,-z)
|||||(z,0,y)|(z,0,-y)|(-z,0,y)|(-z,0,-y)
|||||(y,z,0)|(-y,z,0)|(y,-z,0)|(-y,-z,0)
|||||(y,0,-z)|(-y,0,-z)|(y,0,z)|(-y,0,z)
|||||(0,z,-y)|(0,z,y)|(0,-z,-y)|(0,-z,y)
|||||(z,y,0)|(z,-y,0)|(-z,y,0)|(-z,-y,0)
||48|i|..2|(1/4,y,-y+1/2)|(3/4,-y,-y+1/2)|(3/4,y,y+1/2)|(1/4,-y,y+1/2)
|||||(-y+1/2,1/4,y)|(-y+1/2,3/4,-y)|(y+1/2,3/4,y)|(y+1/2,1/4,-y)
|||||(y,-y+1/2,1/4)|(-y,-y+1/2,3/4)|(y,y+1/2,3/4)|(-y,y+1/2,1/4)
|||||(3/4,-y,y+1/2)|(1/4,y,y+1/2)|(1/4,-y,-y+1/2)|(3/4,y,-y+1/2)
|||||(y+1/2,3/4,-y)|(y+1/2,1/4,y)|(-y+1/2,1/4,-y)|(-y+1/2,3/4,y)
|||||(-y,y+1/2,3/4)|(y,y+1/2,1/4)|(-y,-y+1/2,1/4)|(y,-y+1/2,3/4)
||24|h|m.m2|(0,y,y)|(0,-y,y)|(0,y,-y)|(0,-y,-y)
|||||(y,0,y)|(y,0,-y)|(-y,0,y)|(-y,0,-y)
|||||(y,y,0)|(-y,y,0)|(y,-y,0)|(-y,-y,0)
||24|g|mm2..|(x,0,1/2)|(-x,0,1/2)|(1/2,x,0)|(1/2,-x,0)
|||||(0,1/2,x)|(0,1/2,-x)|(0,x,1/2)|(0,-x,1/2)
|||||(x,1/2,0)|(-x,1/2,0)|(1/2,0,-x)|(1/2,0,x)
||16|f|.3m|(x,x,x)|(-x,-x,x)|(-x,x,-x)|(x,-x,-x)
|||||(x,x,-x)|(-x,-x,-x)|(x,-x,x)|(-x,x,x)
||12|e|4m.m|(x,0,0)|(-x,0,0)|(0,x,0)|(0,-x,0)
|||||(0,0,x)|(0,0,-x)||
||12|d|-4m.2|(1/4,0,1/2)|(3/4,0,1/2)|(1/2,1/4,0)|(1/2,3/4,0)
|||||(0,1/2,1/4)|(0,1/2,3/4)||
||8|c|.-3m|(1/4,1/4,1/4)|(3/4,3/4,1/4)|(3/4,1/4,3/4)|(1/4,3/4,3/4)
||6|b|4/mm.m|(0,1/2,1/2)|(1/2,0,1/2)|(1/2,1/2,0)|
||2|a|m-3m|(0,0,0)|||
I 41/a -3 2/d|530|||||||
||96|h|1|(x,y,z)|(-x+1/2,-y,z+1/2)|(-x,y+1/2,-z+1/2)|(x+1/2,-y+1/2,-z)
|||||(z,x,y)|(z+1/2,-x+1/2,-y)|(-z+1/2,-x,y+1/2)|(-z,x+1/2,-y+1/2)
|||||(y,z,x)|(-y,z+1/2,-x+1/2)|(y+1/2,-z+1/2,-x)|(-y+1/2,-z,x+1/2)
|||||(y+3/4,x+1/4,-z+1/4)|(-y+3/4,-x+3/4,-z+3/4)|(y+1/4,-x+1/4,z+3/4)|(-y+1/4,x+3/4,z+1/4)
|||||(x+3/4,z+1/4,-y+1/4)|(-x+1/4,z+3/4,y+1/4)|(-x+3/4,-z+3/4,-y+3/4)|(x+1/4,-z+1/4,y+3/4)
|||||(z+3/4,y+1/4,-x+1/4)|(z+1/4,-y+1/4,x+3/4)|(-z+1/4,y+3/4,x+1/4)|(-z+3/4,-y+3/4,-x+3/4)
|||||(-x,-y,-z)|(x+1/2,y,-z+1/2)|(x,-y+1/2,z+1/2)|(-x+1/2,y+1/2,z)
|||||(-z,-x,-y)|(-z+1/2,x+1/2,y)|(z+1/2,x,-y+1/2)|(z,-x+1/2,y+1/2)
|||||(-y,-z,-x)|(y,-z+1/2,x+1/2)|(-y+1/2,z+1/2,x)|(y+1/2,z,-x+1/2)
|||||(-y+1/4,-x+3/4,z+3/4)|(y+1/4,x+1/4,z+1/4)|(-y+3/4,x+3/4,-z+1/4)|(y+3/4,-x+1/4,-z+3/4)
|||||(-x+1/4,-z+3/4,y+3/4)|(x+3/4,-z+1/4,-y+3/4)|(x+1/4,z+1/4,y+1/4)|(-x+3/4,z+3/4,-y+1/4)
|||||(-z+1/4,-y+3/4,x+3/4)|(-z+3/4,y+3/4,-x+1/4)|(z+3/4,-y+1/4,-x+3/4)|(z+1/4,y+1/4,x+1/4)
||48|g|..2|(1/8,y,-y+1/4)|(3/8,-y,-y+3/4)|(7/8,y+1/2,y+1/4)|(5/8,-y+1/2,y+3/4)
|||||(-y+1/4,1/8,y)|(-y+3/4,3/8,-y)|(y+1/4,7/8,y+1/2)|(y+3/4,5/8,-y+1/2)
|||||(y,-y+1/4,1/8)|(-y,-y+3/4,3/8)|(y+1/2,y+1/4,7/8)|(-y+1/2,y+3/4,5/8)
|||||(7/8,-y,y+3/4)|(5/8,y,y+1/4)|(1/8,-y+1/2,-y+3/4)|(3/8,y+1/2,-y+1/4)
|||||(y+3/4,7/8,-y)|(y+1/4,5/8,y)|(-y+3/4,1/8,-y+1/2)|(-y+1/4,3/8,y+1/2)
|||||(-y,y+3/4,7/8)|(y,y+1/4,5/8)|(-y+1/2,-y+3/4,1/8)|(y+1/2,-y+1/4,3/8)
||48|f|2..|(x,0,1/4)|(-x+1/2,0,3/4)|(1/4,x,0)|(3/4,-x+1/2,0)
|||||(0,1/4,x)|(0,3/4,-x+1/2)|(3/4,x+1/4,0)|(3/4,-x+3/4,1/2)
|||||(x+3/4,1/2,1/4)|(-x+1/4,0,1/4)|(0,1/4,-x+1/4)|(1/2,1/4,x+3/4)
|||||(-x,0,3/4)|(x+1/2,0,1/4)|(3/4,-x,0)|(1/4,x+1/2,0)
|||||(0,3/4,-x)|(0,1/4,x+1/2)|(1/4,-x+3/4,0)|(1/4,x+1/4,1/2)
|||||(-x+1/4,1/2,3/4)|(x+3/4,0,3/4)|(0,3/4,x+3/4)|(1/2,3/4,-x+1/4)
||32|e|.3.|(x,x,x)|(-x+1/2,-x,x+1/2)|(-x,x+1/2,-x+1/2)|(x+1/2,-x+1/2,-x)
|||||(x+3/4,x+1/4,-x+1/4)|(-x+3/4,-x+3/4,-x+3/4)|(x+1/4,-x+1/4,x+3/4)|(-x+1/4,x+3/4,x+1/4)
|||||(-x,-x,-x)|(x+1/2,x,-x+1/2)|(x,-x+1/2,x+1/2)|(-x+1/2,x+1/2,x)
|||||(-x+1/4,-x+3/4,x+3/4)|(x+1/4,x+1/4,x+1/4)|(-x+3/4,x+3/4,-x+1/4)|(x+3/4,-x+1/4,-x+3/4)
||24|d|-4..|(3/8,0,1/4)|(1/8,0,3/4)|(1/4,3/8,0)|(3/4,1/8,0)
|||||(0,1/4,3/8)|(0,3/4,1/8)|(3/4,5/8,0)|(3/4,3/8,1/2)
|||||(1/8,1/2,1/4)|(7/8,0,1/4)|(0,1/4,7/8)|(1/2,1/4,1/8)
||24|c|2.22|(1/8,0,1/4)|(3/8,0,3/4)|(1/4,1/8,0)|(3/4,3/8,0)
|||||(0,1/4,1/8)|(0,3/4,3/8)|(7/8,0,3/4)|(5/8,0,1/4)
|||||(3/4,7/8,0)|(1/4,5/8,0)|(0,3/4,7/8)|(0,1/4,5/8)
||16|b|0.32|(1/8,1/8,1/8)|(3/8,7/8,5/8)|(7/8,5/8,3/8)|(5/8,3/8,7/8)
|||||(7/8,7/8,7/8)|(5/8,1/8,3/8)|(1/8,3/8,5/8)|(3/8,5/8,1/8)
||16|a|.-3.|(0,0,0)|(1/2,0,1/2)|(0,1/2,1/2)|(1/2,1/2,0)
|||||(3/4,1/4,1/4)|(3/4,3/4,3/4)|(1/4,1/4,3/4)|(1/4,3/4,1/4)
